+-------+-------------------------+------+
| Rank  | Player                  | VINs |
| 13493 | maxx11                  |    1 |
| 13494 | _silent                 |    1 |
| 13495 | al-3ssiri               |    1 |
| 13496 | Smoky DRFT              |    1 |
| 13497 | crt_one                 |    1 |
| 13498 | gtipleb                 |    1 |
| 13499 | frozedmarcus            |    1 |
| 13500 | zoli04                  |    1 |
| 13501 | leefty                  |    1 |
| 13502 | chipuita                |    1 |
| 13503 | al-hagess.m             |    1 |
| 13504 | andelolwut              |    1 |
| 13505 | jyrgeni                 |    1 |
| 13506 | kenrainer               |    1 |
| 13507 | trond pedersen          |    1 |
| 13508 | hbob                    |    1 |
| 13509 | clanmacfarlane          |    1 |
| 13510 | ukcraigracer            |    1 |
| 13511 | beardedstoner93         |    1 |
| 13512 | lehmannski              |    1 |
| 13513 | szewcu                  |    1 |
| 13514 | nelky                   |    1 |
| 13515 | jonskalol               |    1 |
| 13516 | kodjo                   |    1 |
| 13517 | elputas                 |    1 |
| 13518 | tr0l                    |    1 |
| 13519 | mr.r0gers               |    1 |
| 13520 | raikkonen-fani          |    1 |
| 13521 | d7ome_9999              |    1 |
| 13522 | enable1337              |    1 |
| 13523 | chapple                 |    1 |
| 13524 | pierrelo                |    1 |
| 13525 | fcdrifting              |    1 |
| 13526 | ps3kid                  |    1 |
| 13527 | djroski                 |    1 |
| 13528 | granmaster              |    1 |
| 13529 | fingerguns              |    1 |
| 13530 | szkeeet                 |    1 |
| 13531 | alcazar                 |    1 |
| 13532 | ketalar                 |    1 |
| 13533 | mogador                 |    1 |
| 13534 | sigurd123               |    1 |
| 13535 | sknr8u                  |    1 |
| 13536 | c0nv1ct                 |    1 |
| 13537 | ablinge                 |    1 |
| 13538 | dfgt720                 |    1 |
| 13539 | blakedog                |    1 |
| 13540 | chadywaddy              |    1 |
| 13541 | bashanx                 |    1 |
| 13542 | tabbasek                |    1 |
| 13543 | bgeldec                 |    1 |
| 13544 | hershquake              |    1 |
| 13545 | hallvarr                |    1 |
| 13546 | paddi2000               |    1 |
| 13547 | jeeiikob                |    1 |
| 13548 | som1609                 |    1 |
| 13549 | stighenning             |    1 |
| 13550 | draemor                 |    1 |
| 13551 | ipwnyourassoff          |    1 |
| 13552 | dubu                    |    1 |
| 13553 | mr_420                  |    1 |
| 13554 | tewize                  |    1 |
| 13555 | weezo                   |    1 |
| 13556 | thunderstorm            |    1 |
| 13557 | shivrin                 |    1 |
| 13558 | berggren                |    1 |
| 13559 | tobixywa                |    1 |
| 13560 | jameslv                 |    1 |
| 13561 | noobhoch100             |    1 |
| 13562 | smitty144               |    1 |
| 13563 | shrar                   |    1 |
| 13564 | kbarvich                |    1 |
| 13565 | excellent15             |    1 |
| 13566 | saksari                 |    1 |
| 13567 | bigboosta               |    1 |
| 13568 | mos3b                   |    1 |
| 13569 | nitroby                 |    1 |
| 13570 | mr.concrete             |    1 |
| 13571 | lfs_drifter             |    1 |
| 13572 | webflat                 |    1 |
| 13573 | josie                   |    1 |
| 13574 | abarth087               |    1 |
| 13575 | s.trogen                |    1 |
| 13576 | labs_latvietis          |    1 |
| 13577 | zeyad515                |    1 |
| 13578 | marviq                  |    1 |
| 13579 | maketsu98               |    1 |
| 13580 | wilsonfleite            |    1 |
| 13581 | agentdrift              |    1 |
| 13582 | silent-love             |    1 |
| 13583 | jackpot999              |    1 |
| 13584 | kevman_101              |    1 |
| 13585 | lmnsr                   |    1 |
| 13586 | saw_sly                 |    1 |
| 13587 | paulenlc                |    1 |
| 13588 | aniel                   |    1 |
| 13589 | vantera1000             |    1 |
| 13590 | donor92                 |    1 |
| 13591 | farfar                  |    1 |
| 13592 | tgroepje                |    1 |
| 13593 | marcofilho26            |    1 |
| 13594 | abdulaziz-              |    1 |
| 13595 | hey_floyd               |    1 |
| 13596 | myssy017                |    1 |
| 13597 | legacy75                |    1 |
| 13598 | lakeside                |    1 |
| 13599 | drahir                  |    1 |
| 13600 | -[d@_fre@k]-            |    1 |
| 13601 | metod4o                 |    1 |
| 13602 | simen18                 |    1 |
| 13603 | murtagh                 |    1 |
| 13604 | shano96                 |    1 |
| 13605 | zanimation              |    1 |
| 13606 | maddrift                |    1 |
| 13607 | pinkmixer               |    1 |
| 13608 | thohaab                 |    1 |
| 13609 | ikirby                  |    1 |
| 13610 | chepis                  |    1 |
| 13611 | goingsideways           |    1 |
| 13612 | neroboy                 |    1 |
| 13613 | nico_os                 |    1 |
| 13614 | jimpan                  |    1 |
| 13615 | alsosh1                 |    1 |
| 13616 | msstl3n                 |    1 |
| 13617 | hiblacky                |    1 |
| 13618 | zatox                   |    1 |
| 13619 | bjorn_wurzel            |    1 |
| 13620 | mogas                   |    1 |
| 13621 | gojohnson48             |    1 |
| 13622 | socmaster88             |    1 |
| 13623 | dragmedownthestrip      |    1 |
| 13624 | minirally1968           |    1 |
| 13625 | flyingernst             |    1 |
| 13626 | supersnofla             |    1 |
| 13627 | sparis                  |    1 |
| 13628 | ia1st                   |    1 |
| 13629 | eriqo                   |    1 |
| 13630 | jesp991b                |    1 |
| 13631 | noniin44                |    1 |
| 13632 | mbdelta                 |    1 |
| 13633 | deep_pl                 |    1 |
| 13634 | v.i.p.                  |    1 |
| 13635 | zpeed                   |    1 |
| 13636 | e.tricon                |    1 |
| 13637 | wild                    |    1 |
| 13638 | kensuke89               |    1 |
| 13639 | mah.                    |    1 |
| 13640 | insane_drifter_pt       |    1 |
| 13641 | peloto de tramo         |    1 |
| 13642 | shoutasan               |    1 |
| 13643 | avfallskverna           |    1 |
| 13644 | abc12345                |    1 |
| 13645 | pro_mdr3m               |    1 |
| 13646 | housemonk               |    1 |
| 13647 | jiggy240                |    1 |
| 13648 | froggz                  |    1 |
| 13649 | povce                   |    1 |
| 13650 | Jabbapl                 |    1 |
| 13651 | xgmxapex x              |    1 |
| 13652 | robbienr9               |    1 |
| 13653 | matthew02cz             |    1 |
| 13654 | maidu626                |    1 |
| 13655 | raikko                  |    1 |
| 13656 | smasha_d                |    1 |
| 13657 | emilsiv                 |    1 |
| 13658 | thell93                 |    1 |
| 13659 | tolleya12               |    1 |
| 13660 | eric6262                |    1 |
| 13661 | dibs420                 |    1 |
| 13662 | mikkelsen443            |    1 |
| 13663 | masatli                 |    1 |
| 13664 | wealow                  |    1 |
| 13665 | deltta                  |    1 |
| 13666 | mattiasengvall          |    1 |
| 13667 | risno                   |    1 |
| 13668 | toplevelevo             |    1 |
| 13669 | cocobobo20              |    1 |
| 13670 | vox-ace                 |    1 |
| 13671 | kaarlsson               |    1 |
| 13672 | aletski                 |    1 |
| 13673 | niklasmt5               |    1 |
| 13674 | nbkraven                |    1 |
| 13675 | addza                   |    1 |
| 13676 | klayman                 |    1 |
| 13677 | scool11                 |    1 |
| 13678 | panzerpadda             |    1 |
| 13679 | fenerbahce234           |    1 |
| 13680 | tokensmoke              |    1 |
| 13681 | hot tamato              |    1 |
| 13682 | kyotee                  |    1 |
| 13683 | zeo9772                 |    1 |
| 13684 | lereseau                |    1 |
| 13685 | hgs.k2                  |    1 |
| 13686 | puppiesonacid           |    1 |
| 13687 | ranko-lfs               |    1 |
| 13688 | dovlfs                  |    1 |
| 13689 | freenzer                |    1 |
| 13690 | mturo                   |    1 |
| 13691 | robzwagemaker           |    1 |
| 13692 | x3nedx                  |    1 |
| 13693 | manuuvelez              |    1 |
| 13694 | mtnrunnr                |    1 |
| 13695 | KWAK7                   |    1 |
| 13696 | blaiseathon             |    1 |
| 13697 | goudie                  |    1 |
| 13698 | iceman1145              |    1 |
| 13699 | mofly12                 |    1 |
| 13700 | mountaindew321          |    1 |
| 13701 | boriz nuk3              |    1 |
| 13702 | jsi                     |    1 |
| 13703 | jamesallen              |    1 |
| 13704 | aido351ci               |    1 |
| 13705 | sanatarium              |    1 |
| 13706 | fertz932                |    1 |
| 13707 | jarewaa                 |    1 |
| 13708 | -hugo-                  |    1 |
| 13709 | haxas3                  |    1 |
| 13710 | jukkis fin              |    1 |
| 13711 | 100 talents             |    1 |
| 13712 | nobullneeded            |    1 |
| 13713 | torki112                |    1 |
| 13714 | anxapz                  |    1 |
| 13715 | valter123               |    1 |
| 13716 | doncojon                |    1 |
| 13717 | addyszus17              |    1 |
| 13718 | jdmeric                 |    1 |
| 13719 | itzbloodhunt            |    1 |
| 13720 | flapy                   |    1 |
| 13721 | krukee                  |    1 |
| 13722 | ibambi69                |    1 |
| 13723 | dk_finland              |    1 |
| 13724 | thomas.lindquist        |    1 |
| 13725 | streets2                |    1 |
| 13726 | victormateus123         |    1 |
| 13727 | silun                   |    1 |
| 13728 | giorgoskoust            |    1 |
| 13729 | jubach                  |    1 |
| 13730 | kot4606                 |    1 |
| 13731 | 03andbel                |    1 |
| 13732 | sblazhkov_28            |    1 |
| 13733 | xlatex                  |    1 |
| 13734 | xdriftingkingx          |    1 |
| 13735 | johnnerush              |    1 |
| 13736 | babonen                 |    1 |
| 13737 | YaCk !                  |    1 |
| 13738 | pontus123456789         |    1 |
| 13739 | piotrosss1              |    1 |
| 13740 | butt3r5hd               |    1 |
| 13741 | jul61                   |    1 |
| 13742 | andreanobile88          |    1 |
| 13743 | crazydriftman           |    1 |
| 13744 | pl3x0                   |    1 |
| 13745 | mathias201000           |    1 |
| 13746 | simraces101             |    1 |
| 13747 | KrySS                   |    1 |
| 13748 | ddl3yxx                 |    1 |
